No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,time 1,time 2 ,delay 1,delay 2,jiter
14024,413.30755,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=55043 Ack=1126 Win=31744 Len=1380,,,,,,,,,,413.307715,413.30755,0.000165,413.307385,413.30722
14025,413.307715,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=59183 Win=66048 Len=0,,,,,,,,,,413.307847,413.307715,0.000132,413.307583,413.307451
14026,413.307847,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,413.508024,413.307847,0.200177,413.10767,412.907493
14027,413.508024,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=60563 Win=66048 Len=0,,,,,,,,,,413.643852,413.508024,0.135828,413.372196,413.236368
14029,413.643852,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,413.843988,413.643852,0.200136,413.443716,413.24358
14037,413.843988,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=61943 Win=66048 Len=0,,,,,,,,,,413.863074,413.843988,0.019086,413.824902,413.805816
14039,413.863074,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,414.063,413.863074,0.199926,413.663148,413.463222
14041,414.063,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=63323 Win=66048 Len=0,,,,,,,,,,414.222488,414.063,0.159488,413.903512,413.744024
14043,414.222488,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,414.222588,414.222488,1E-04,414.222388,414.222288
14044,414.222588,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 14041#1] 49236  >  443 [ACK] Seq=1126 Ack=63323 Win=66048 Len=0 SLE=64703 SRE=66083,,,,,,,,,,414.443557,414.222588,0.220969,414.001619,413.78065
14045,414.443557,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,414.443643,414.443557,8.6E-05,414.443471,414.443385
14046,414.443643,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 14041#2] 49236  >  443 [ACK] Seq=1126 Ack=63323 Win=66048 Len=0 SLE=64703 SRE=67463,,,,,,,,,,414.561131,414.443643,0.117488,414.326155,414.208667
14047,414.561131,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=63323 Ack=1126 Win=31744 Len=1380,,,,,,,,,,414.561259,414.561131,0.000128,414.561003,414.560875
14048,414.561259,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=67463 Win=66048 Len=0,,,,,,,,,,414.789894,414.561259,0.228635,414.332624,414.103989
14050,414.789894,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,414.989887,414.789894,0.199993,414.589901,414.389908
14052,414.989887,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=68843 Win=66048 Len=0,,,,,,,,,,415.571273,414.989887,0.581386,414.408501,413.827115
14059,415.571273,192.168.43.125,172.217.194.155,TCP,66,49238  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,415.635978,415.571273,0.064705,415.506568,415.441863
14066,415.635978,172.217.194.155,192.168.43.125,TCP,66,"443  >  49238 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,415.636198,415.635978,0.00022,415.635758,415.635538
14067,415.636198,192.168.43.125,172.217.194.155,TCP,54,49238  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,415.637592,415.636198,0.001394,415.634804,415.63341
14068,415.637592,192.168.43.125,172.217.194.155,TLSv1.3,571,Client Hello,,,,,,,,,,415.722934,415.637592,0.085342,415.55225,415.466908
14083,415.722934,172.217.194.155,192.168.43.125,TCP,54,443  >  49238 [ACK] Seq=1 Ack=518 Win=66816 Len=0,,,,,,,,,,415.723045,415.722934,0.000111,415.722823,415.722712
14084,415.723045,172.217.194.155,192.168.43.125,TLSv1.3,1434,"Server Hello, Change Cipher Spec",,,,,,,,,,415.723124,415.723045,7.9E-05,415.722966,415.722887
14085,415.723124,172.217.194.155,192.168.43.125,TLSv1.3,1328,Application Data,,,,,,,,,,415.723178,415.723124,5.4E-05,415.72307,415.723016
14086,415.723178,192.168.43.125,172.217.194.155,TCP,54,49238  >  443 [ACK] Seq=518 Ack=2655 Win=66048 Len=0,,,,,,,,,,415.754742,415.723178,0.031564,415.691614,415.66005
14094,415.754742,192.168.43.125,172.217.194.155,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,415.757207,415.754742,0.002465,415.752277,415.749812
14095,415.757207,192.168.43.125,172.217.194.155,TLSv1.3,146,Application Data,,,,,,,,,,415.758173,415.757207,0.000966,415.756241,415.755275
14096,415.758173,192.168.43.125,172.217.194.155,TCP,1434,49238  >  443 [ACK] Seq=674 Ack=2655 Win=66048 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,415.758173,415.758173,0,415.758173,415.758173
14097,415.758173,192.168.43.125,172.217.194.155,TLSv1.3,205,Application Data,,,,,,,,,,415.838531,415.758173,0.080358,415.677815,415.597457
14109,415.838531,172.217.194.155,192.168.43.125,TLSv1.3,85,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,415.838619,415.838531,8.8E-05,415.838443,415.838355
14110,415.838619,192.168.43.125,172.217.194.155,TCP,66,[TCP Dup ACK 14086#1] 49238  >  443 [ACK] Seq=2205 Ack=2655 Win=66048 Len=0 SLE=3235 SRE=3266,,,,,,,,,,415.85073,415.838619,0.012111,415.826508,415.814397
14112,415.85073,172.217.194.155,192.168.43.125,TLSv1.3,980,Application Data,,,,,,,,,,415.850836,415.85073,0.000106,415.850624,415.850518
14113,415.850836,192.168.43.125,172.217.194.155,TCP,66,[TCP Dup ACK 14086#2] 49238  >  443 [ACK] Seq=2205 Ack=2655 Win=66048 Len=0 SLE=3235 SRE=4192,,,,,,,,,,415.850956,415.850836,0.00012,415.850716,415.850596
14114,415.850956,172.217.194.155,192.168.43.125,TLSv1.3,85,Application Data,,,,,,,,,,415.851001,415.850956,4.5E-05,415.850911,415.850866
14115,415.851001,192.168.43.125,172.217.194.155,TCP,66,[TCP Dup ACK 14086#3] 49238  >  443 [ACK] Seq=2205 Ack=2655 Win=66048 Len=0 SLE=3235 SRE=4223,,,,,,,,,,415.919676,415.851001,0.068675,415.782326,415.713651
14131,415.919676,172.217.194.155,192.168.43.125,TCP,634,"[TCP Retransmission] 443  >  49238 [PSH, ACK] Seq=2655 Ack=2205 Win=72192 Len=580",,,,,,,,,,415.919805,415.919676,0.000129,415.919547,415.919418
14132,415.919805,192.168.43.125,172.217.194.155,TCP,54,49238  >  443 [ACK] Seq=2205 Ack=4223 Win=66048 Len=0,,,,,,,,,,415.924473,415.919805,0.004668,415.915137,415.910469
14138,415.924473,192.168.43.125,172.217.194.155,TLSv1.3,85,Application Data,,,,,,,,,,416.062787,415.924473,0.138314,415.786159,415.647845
14148,416.062787,172.217.194.155,192.168.43.125,TLSv1.3,93,Application Data,,,,,,,,,,416.062878,416.062787,9.1E-05,416.062696,416.062605
14149,416.062878,172.217.194.155,192.168.43.125,TCP,54,443  >  49238 [ACK] Seq=4262 Ack=2236 Win=72192 Len=0,,,,,,,,,,416.064078,416.062878,0.0012,416.061678,416.060478
14151,416.064078,192.168.43.125,172.217.194.155,TLSv1.3,93,Application Data,,,,,,,,,,416.23754,416.064078,0.173462,415.890616,415.717154
14158,416.23754,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,416.237631,416.23754,9.1E-05,416.237449,416.237358
14159,416.237631,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 14052#1] 49236  >  443 [ACK] Seq=1126 Ack=68843 Win=66048 Len=0 SLE=72983 SRE=74363,,,,,,,,,,416.266768,416.237631,0.029137,416.208494,416.179357
14162,416.266768,172.217.194.155,192.168.43.125,TLSv1.3,93,"[TCP Spurious Retransmission] , Application Data",,,,,,,,,,416.266845,416.266768,7.7E-05,416.266691,416.266614
14163,416.266845,192.168.43.125,172.217.194.155,TCP,66,[TCP Dup ACK 14151#1] 49238  >  443 [ACK] Seq=2275 Ack=4262 Win=66048 Len=0 SLE=4223 SRE=4262,,,,,,,,,,416.362947,416.266845,0.096102,416.170743,416.074641
14169,416.362947,192.168.43.125,172.217.194.155,TCP,93,"[TCP Retransmission] 49238  >  443 [PSH, ACK] Seq=2236 Ack=4262 Win=66048 Len=39",,,,,,,,,,416.430925,416.362947,0.067978,416.294969,416.226991
14180,416.430925,172.217.194.155,192.168.43.125,TCP,54,443  >  49238 [ACK] Seq=4262 Ack=2275 Win=72192 Len=0,,,,,,,,,,416.58208,416.430925,0.151155,416.27977,416.128615
14194,416.58208,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=68843 Ack=1126 Win=31744 Len=1380,,,,,,,,,,416.58219,416.58208,0.00011,416.58197,416.58186
14195,416.58219,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=70223 Win=66048 Len=0 SLE=72983 SRE=74363,,,,,,,,,,416.922881,416.58219,0.340691,416.241499,415.900808
14346,416.922881,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=70223 Ack=1126 Win=31744 Len=1380,,,,,,,,,,416.923005,416.922881,0.000124,416.922757,416.922633
14347,416.923005,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=71603 Win=66048 Len=0 SLE=72983 SRE=74363,,,,,,,,,,416.923109,416.923005,0.000104,416.922901,416.922797
14348,416.923109,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=71603 Ack=1126 Win=31744 Len=1380,,,,,,,,,,416.923165,416.923109,5.6E-05,416.923053,416.922997
14349,416.923165,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=74363 Win=66048 Len=0,,,,,,,,,,417.261262,416.923165,0.338097,416.585068,416.246971
14389,417.261262,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,417.460972,417.261262,0.19971,417.061552,416.861842
14508,417.460972,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=75743 Win=66048 Len=0,,,,,,,,,,417.804307,417.460972,0.343335,417.117637,416.774302
14668,417.804307,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,417.804365,417.804307,5.8E-05,417.804249,417.804191
14669,417.804365,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 14508#1] 49236  >  443 [ACK] Seq=1126 Ack=75743 Win=66048 Len=0 SLE=78503 SRE=79883,,,,,,,,,,418.261033,417.804365,0.456668,417.347697,416.891029
14759,418.261033,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=77123 Ack=1126 Win=31744 Len=1380,,,,,,,,,,418.26113,418.261033,9.7E-05,418.260936,418.260839
14760,418.26113,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 14508#2] 49236  >  443 [ACK] Seq=1126 Ack=75743 Win=66048 Len=0 SLE=77123 SRE=79883,,,,,,,,,,418.602023,418.26113,0.340893,417.920237,417.579344
14913,418.602023,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=75743 Ack=1126 Win=31744 Len=1380,,,,,,,,,,418.602138,418.602023,0.000115,418.601908,418.601793
14914,418.602138,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=79883 Win=66048 Len=0,,,,,,,,,,421.296704,418.602138,2.694566,415.907572,413.213006
15377,421.296704,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,421.496266,421.296704,0.199562,421.097142,420.89758
15394,421.496266,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=81263 Win=66048 Len=0,,,,,,,,,,421.832936,421.496266,0.33667,421.159596,420.822926
15428,421.832936,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,421.833022,421.832936,8.6E-05,421.83285,421.832764
15429,421.833022,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 15394#1] 49236  >  443 [ACK] Seq=1126 Ack=81263 Win=66048 Len=0 SLE=84023 SRE=85403,,,,,,,,,,421.833191,421.833022,0.000169,421.832853,421.832684
15430,421.833191,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,421.833223,421.833191,3.2E-05,421.833159,421.833127
15431,421.833223,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 15394#2] 49236  >  443 [ACK] Seq=1126 Ack=81263 Win=66048 Len=0 SLE=84023 SRE=86783,,,,,,,,,,422.197553,421.833223,0.36433,421.468893,421.104563
15434,422.197553,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=81263 Ack=1126 Win=31744 Len=1380,,,,,,,,,,422.197667,422.197553,0.000114,422.197439,422.197325
15435,422.197667,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=82643 Win=66048 Len=0 SLE=84023 SRE=86783,,,,,,,,,,422.197924,422.197667,0.000257,422.19741,422.197153
15436,422.197924,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=82643 Ack=1126 Win=31744 Len=1380,,,,,,,,,,422.197987,422.197924,6.3E-05,422.197861,422.197798
15437,422.197987,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=86783 Win=66048 Len=0,,,,,,,,,,422.542095,422.197987,0.344108,421.853879,421.509771
15440,422.542095,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,422.742174,422.542095,0.200079,422.342016,422.141937
15444,422.742174,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=88163 Win=66048 Len=0,,,,,,,,,,424.026301,422.742174,1.284127,421.458047,420.17392
15452,424.026301,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,424.106762,424.026301,0.080461,423.94584,423.865379
15458,424.106762,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,425.459373,424.106762,1.352611,422.754151,421.40154
15480,425.459373,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,425.65941,425.459373,0.200037,425.259336,425.059299
15483,425.65941,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=89543 Win=66048 Len=0,,,,,,,,,,426.063929,425.65941,0.404519,425.254891,424.850372
15489,426.063929,23.111.9.35,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,426.064019,426.063929,9E-05,426.063839,426.063749
15490,426.064019,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 15483#1] 49236  >  443 [ACK] Seq=1126 Ack=89543 Win=66048 Len=0 SLE=92303 SRE=93683,,,,,,,,,,426.064099,426.064019,8E-05,426.063939,426.063859
15491,426.064099,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,426.064129,426.064099,3E-05,426.064069,426.064039
15492,426.064129,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 15483#2] 49236  >  443 [ACK] Seq=1126 Ack=89543 Win=66048 Len=0 SLE=92303 SRE=95063,,,,,,,,,,427.88822,426.064129,1.824091,424.240038,422.415947
15515,427.88822,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=89543 Ack=1126 Win=31744 Len=1380,,,,,,,,,,427.888335,427.88822,0.000115,427.888105,427.88799
15516,427.888335,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=90923 Win=66048 Len=0 SLE=92303 SRE=95063,,,,,,,,,,431.089287,427.888335,3.200952,424.687383,421.486431
15522,431.089287,23.111.9.35,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49236 [ACK] Seq=90923 Ack=1126 Win=31744 Len=1380,,,,,,,,,,431.089426,431.089287,0.000139,431.089148,431.089009
15523,431.089426,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=95063 Win=66048 Len=0,,,,,,,,,,431.445905,431.089426,0.356479,430.732947,430.376468
15524,431.445905,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,431.446155,431.445905,0.00025,431.445655,431.445405
15525,431.446155,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,431.446253,431.446155,9.8E-05,431.446057,431.445959
15526,431.446253,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=97823 Win=66048 Len=0,,,,,,,,,,431.78427,431.446253,0.338017,431.108236,430.770219
15527,431.78427,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,431.785121,431.78427,0.000851,431.783419,431.782568
15528,431.785121,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,431.785233,431.785121,0.000112,431.785009,431.784897
15529,431.785233,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=100583 Win=66048 Len=0,,,,,,,,,,432.130096,431.785233,0.344863,431.44037,431.095507
15530,432.130096,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,432.130393,432.130096,0.000297,432.129799,432.129502
15531,432.130393,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,432.130488,432.130393,9.5E-05,432.130298,432.130203
15532,432.130488,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=103343 Win=66048 Len=0,,,,,,,,,,432.13059,432.130488,0.000102,432.130386,432.130284
15533,432.13059,23.111.9.35,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,432.329511,432.13059,0.198921,431.931669,431.732748
15534,432.329511,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=104723 Win=66048 Len=0,,,,,,,,,,433.582821,432.329511,1.25331,431.076201,429.822891
15542,433.582821,23.111.9.35,192.168.43.125,TLSv1.2,261,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,433.58291,433.582821,8.9E-05,433.582732,433.582643
15543,433.58291,192.168.43.125,23.111.9.35,TCP,66,[TCP Dup ACK 15534#1] 49236  >  443 [ACK] Seq=1126 Ack=104723 Win=66048 Len=0 SLE=108863 SRE=109070,,,,,,,,,,433.930736,433.58291,0.347826,433.235084,432.887258
15545,433.930736,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=104723 Ack=1126 Win=31744 Len=1380,,,,,,,,,,433.930846,433.930736,0.00011,433.930626,433.930516
15546,433.930846,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=106103 Win=66048 Len=0 SLE=108863 SRE=109070,,,,,,,,,,434.260408,433.930846,0.329562,433.601284,433.271722
15548,434.260408,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=106103 Ack=1126 Win=31744 Len=1380,,,,,,,,,,434.260523,434.260408,0.000115,434.260293,434.260178
15549,434.260523,192.168.43.125,23.111.9.35,TCP,66,49236  >  443 [ACK] Seq=1126 Ack=107483 Win=66048 Len=0 SLE=108863 SRE=109070,,,,,,,,,,434.260954,434.260523,0.000431,434.260092,434.259661
15550,434.260954,23.111.9.35,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49236 [ACK] Seq=107483 Ack=1126 Win=31744 Len=1380,,,,,,,,,,434.261066,434.260954,0.000112,434.260842,434.26073
15551,434.261066,192.168.43.125,23.111.9.35,TCP,54,49236  >  443 [ACK] Seq=1126 Ack=109070 Win=66048 Len=0,,,,,,,,,,434.395016,434.261066,0.13395,434.127116,433.993166
15553,434.395016,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,434.395631,434.395016,0.000615,434.394401,434.393786
15554,434.395631,192.168.43.125,103.208.137.6,TCP,66,49240  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,434.395958,434.395631,0.000327,434.395304,434.394977
15555,434.395958,192.168.43.125,103.208.137.6,TCP,66,49241  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,434.492288,434.395958,0.09633,434.299628,434.203298
15556,434.492288,103.208.137.6,192.168.43.125,TCP,66,"443  >  49239 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM=1 WS=128",,,,,,,,,,434.492421,434.492288,0.000133,434.492155,434.492022
15557,434.492421,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,434.492535,434.492421,0.000114,434.492307,434.492193
15558,434.492535,103.208.137.6,192.168.43.125,TCP,66,"443  >  49240 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM=1 WS=128",,,,,,,,,,434.492597,434.492535,6.2E-05,434.492473,434.492411
15559,434.492597,192.168.43.125,103.208.137.6,TCP,54,49240  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,434.493434,434.492597,0.000837,434.49176,434.490923
15560,434.493434,192.168.43.125,103.208.137.6,TLSv1.2,571,Client Hello,,,,,,,,,,434.494559,434.493434,0.001125,434.492309,434.491184
15561,434.494559,192.168.43.125,103.208.137.6,TLSv1.2,571,Client Hello,,,,,,,,,,434.614179,434.494559,0.11962,434.374939,434.255319
15562,434.614179,103.208.137.6,192.168.43.125,TLSv1.2,1434,Server Hello,,,,,,,,,,434.61679,434.614179,0.002611,434.611568,434.608957
15563,434.61679,103.208.137.6,192.168.43.125,TLSv1.2,1434,Server Hello,,,,,,,,,,434.616912,434.61679,0.000122,434.616668,434.616546
15564,434.616912,103.208.137.6,192.168.43.125,TLSv1.2,118,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,434.616967,434.616912,5.5E-05,434.616857,434.616802
15565,434.616967,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0 SLE=4097 SRE=4161,,,,,,,,,,434.814742,434.616967,0.197775,434.419192,434.221417
15566,434.814742,192.168.43.125,103.208.137.6,TCP,54,49240  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0,,,,,,,,,,435.069766,434.814742,0.255024,434.559718,434.304694
15567,435.069766,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=1381 Ack=518 Win=64128 Len=1380,,,,,,,,,,435.069867,435.069766,0.000101,435.069665,435.069564
15568,435.069867,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [ACK] Seq=518 Ack=2761 Win=66048 Len=0 SLE=4097 SRE=4161,,,,,,,,,,435.170405,435.069867,0.100538,434.969329,434.868791
15569,435.170405,103.208.137.6,192.168.43.125,TCP,1390,"[TCP Retransmission] 443  >  49239 [PSH, ACK] Seq=2761 Ack=518 Win=64128 Len=1336",,,,,,,,,,435.17052,435.170405,0.000115,435.17029,435.170175
15570,435.17052,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=518 Ack=4161 Win=66048 Len=0,,,,,,,,,,435.180856,435.17052,0.010336,435.160184,435.149848
15571,435.180856,192.168.43.125,103.208.137.6,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,435.181427,435.180856,0.000571,435.180285,435.179714
15572,435.181427,192.168.43.125,103.208.137.6,TLSv1.2,803,Application Data,,,,,,,,,,435.207142,435.181427,0.025715,435.155712,435.129997
15573,435.207142,103.208.137.6,192.168.43.125,TCP,1434,443  >  49240 [ACK] Seq=1381 Ack=518 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.268678,435.207142,0.061536,435.145606,435.08407
15574,435.268678,103.208.137.6,192.168.43.125,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,435.268803,435.268678,0.000125,435.268553,435.268428
15575,435.268803,103.208.137.6,192.168.43.125,TCP,54,[TCP Dup ACK 15574#1] 443  >  49239 [ACK] Seq=4419 Ack=611 Win=64128 Len=0,,,,,,,,,,435.290819,435.268803,0.022016,435.246787,435.224771
15576,435.290819,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=4419 Ack=1360 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.290928,435.290819,0.000109,435.29071,435.290601
15577,435.290928,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=1360 Ack=5799 Win=66048 Len=0,,,,,,,,,,435.388971,435.290928,0.098043,435.192885,435.094842
15579,435.388971,103.208.137.6,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49239 [ACK] Seq=5901 Ack=1360 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.389066,435.388971,9.5E-05,435.388876,435.388781
15580,435.389066,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15577#1] 49239  >  443 [ACK] Seq=1360 Ack=5799 Win=66048 Len=0 SLE=5901 SRE=7281,,,,,,,,,,435.389328,435.389066,0.000262,435.388804,435.388542
15581,435.389328,103.208.137.6,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,435.389431,435.389328,0.000103,435.389225,435.389122
15582,435.389431,192.168.43.125,103.208.137.6,TCP,74,[TCP Dup ACK 15577#2] 49239  >  443 [ACK] Seq=1360 Ack=5799 Win=66048 Len=0 SLE=10041 SRE=11421 SLE=5901 SRE=7281,,,,,,,,,,435.406626,435.389431,0.017195,435.372236,435.355041
15584,435.406626,192.168.43.125,103.208.137.6,TCP,54,49240  >  443 [ACK] Seq=518 Ack=2761 Win=66048 Len=0,,,,,,,,,,435.481954,435.406626,0.075328,435.331298,435.25597
15586,435.481954,103.208.137.6,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49239 [ACK] Seq=7281 Ack=1360 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.482041,435.481954,8.7E-05,435.481867,435.48178
